cleaned_time,detrended_flux,trend_time,trend_flux,raw_time,raw_flux
1410.907492108071,0.9823149953430594,1410.907492108071,1.0184558436419102,1410.907492108071,1.0004444473042147
1410.9088810443566,0.9946361834861142,1410.9088810443566,1.0183850959110943,1410.9088810443566,1.0129226651161511
1410.9102699806422,0.9858971048508277,1410.9102699806422,1.018432244324287,1410.9102699806422,1.0040694011660454
1410.9116589164614,0.978510434368441,1410.9116589164614,1.0185438893462584,1410.9116589164614,0.9966558235875286
1410.9130478527463,0.9934435811505197,1410.9130478527463,1.0185438893462584,1410.9130478527463,1.0118658889911256
1410.914436789032,0.9928472344888538,1410.914436789032,1.018484609087431,1410.914436789032,1.0111996275019173
1410.9158257248519,0.9854467582194132,1410.9158257248519,1.0184466542619341,1410.9158257248519,1.0036249538618305
1410.9172146611368,0.9961883774432551,1410.9172146611368,1.0185407475947061,1410.9172146611368,1.0146584547062103
1410.9186035974224,0.9915748195542031,1410.9186035974224,1.0186291706423118,1410.9186035974224,1.010047036072298
1410.919992533243,0.9867430241727969,1410.919992533243,1.0185038633948562,1410.919992533243,1.0050015822979177
1410.9213814695288,0.9780375148580066,1410.9213814695288,1.0185952451782798,1410.9213814695288,0.9962243622403467
1410.9227704058137,0.997928757496678,1410.9227704058137,1.018486931070018,1410.9227704058137,1.0163773976493078
1410.9241593416336,0.9852312795531207,1410.9241593416336,1.0184765566682308,1410.9241593416336,1.0034349611210975
1410.9255482779192,0.9857356109928994,1410.9255482779192,1.0185497225402111,1410.9255482779192,1.0040207330748232
1410.9269372137385,1.00483572627065,1410.9269372137385,1.0185765679584513,1410.9269372137385,1.0235021254267964
1410.928326150024,0.9945084638352512,1410.928326150024,1.0186102264769599,1410.928326150024,1.0130164915804787
1410.929715085844,0.9951411185081122,1410.929715085844,1.018515662281882,1410.929715085844,1.0135668153812227
1410.931104022129,0.9954523424070557,1410.931104022129,1.018586705809292,1410.931104022129,1.0139545222425461
1410.932492957949,0.9894692968030563,1410.932492957949,1.0186810338256918,1410.932492957949,1.0079536062061176
1410.9338818942347,0.9901966883691131,1410.9338818942347,1.018784571095422,1410.9338818942347,1.008797108460234
1410.935270830054,0.9883309563491433,1410.935270830054,1.018856219128999,1410.935270830054,1.0069671414340358
1410.9366597663388,0.9896183995398479,1410.9366597663388,1.0188714481679984,1410.9366597663388,1.0082939318728616
1410.9380487021594,0.9967460315206906,1410.9380487021594,1.018882649743684,1410.9380487021594,1.0155672377173028
1410.9394376384457,1.006471832671342,1410.9394376384457,1.0189403089970346,1410.9394376384457,1.0255347201789489
1410.940826574265,1.0071829037999647,1410.940826574265,1.0190412326811422,1410.940826574265,1.0263609078236882
1410.942215510085,1.0098846665895544,1410.942215510085,1.0189464039159342,1410.942215510085,1.0290183493912686
1410.9436044463705,0.9916238209838072,1410.9436044463705,1.0188892369979246,1410.9436044463705,1.0103548383511578
1410.9449933821898,1.0032096428902781,1410.9449933821898,1.0188969672295072,1410.9449933821898,1.0221672626363014
1410.9463823184753,1.0040237037343955,1410.9463823184753,1.0189174942376313,1410.9463823184753,1.0230173163642362
1410.9477712542955,0.9899412959605425,1410.9477712542955,1.0188427180983881,1410.9477712542955,1.00859448073428
1410.9491601901148,1.0009244475419172,1410.9491601901148,1.0188079343067633,1410.9491601901148,1.019749768797319
1410.9505491263997,1.0079775591248261,1410.9505491263997,1.018719987857512,1410.9505491263997,1.0268468867922873
1410.9533269980395,0.9990933528537111,1410.9533269980395,1.0187174201325586,1410.9519380622196,1.0339368683604175
1410.9547159338588,1.0046294456986204,1410.9547159338588,1.0187106010769862,1410.9533269980395,1.0177938028907207
1410.956104870145,1.0060228521683476,1410.956104870145,1.0186300974950546,1410.9547159338588,1.023426666487281
1410.9574938059657,0.9975895651002595,1410.9574938059657,1.0186203778114935,1410.956104870145,1.024765155986497
1410.958882741785,1.0055625158146704,1410.958882741785,1.0185547209911199,1410.9574938059657,1.01616505970323
1410.960271677605,1.0126745756972166,1410.960271677605,1.0184875202249748,1410.958882741785,1.02422044773474
1410.9616606138907,0.9903671956963264,1410.9616606138907,1.0183870896650338,1410.960271677605,1.0313964173967367
1410.96304954971,0.9998267198276878,1410.96304954971,1.0183441637129453,1410.9616606138907,1.0085771661249028
1410.965827421349,1.0053016246158608,1410.965827421349,1.018389632860241,1410.96304954971,1.018167704860784
1410.967216357169,0.9867529639564535,1410.967216357169,1.0183928267672784,1410.965827421349,1.0237887524063505
1410.9686052929883,1.0079259540319891,1410.9686052929883,1.0183928267672784,1410.967216357169,1.004902140284603
